sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
RE-TAR-KOB-001,Tarjeta Control Universal A/C Kobra AC Tools,RE,Refacciones,Kobra,Universal,Universal,,,,,Pieza,
RE-TAR-MIR-002,Tarjeta Electrónica Mirage Principal 6870A90001R,RE,Refacciones,Mirage,6870A90001R,6870A90001R,,,,,Pieza,
RE-TAR-MIR-003,Tarjeta Electrónica Mirage 17122000018538,RE,Refacciones,Mirage,17122000018538,17122000018538,,,,,Pieza,
RE-TAR-MIR-004,Tarjeta Electrónica Mirage 17222000008408,RE,Refacciones,Mirage,17222000008408,17222000008408,,,,,Pieza,
RE-TAR-MIR-005,Módulo Tarjeta Condensador Mirage Magnum 19 2T 220V,RE,Refacciones,Mirage,Magnum 19 2T 220V,Magnum 19 2T 220V,,,,,Pieza,
RE-TAR-MIR-006,Tarjeta Condensador Mirage US1-KFR53W,RE,Refacciones,Mirage,US1-KFR53W,US1-KFR53W,,,,,Pieza,
RE-TAR-MIR-007,Tarjeta Condensador Mirage US1-KFR35W,RE,Refacciones,Mirage,US1-KFR35W,US1-KFR35W,,,,,Pieza,
RE-TAR-MIR-008,Módulo Tarjeta Condensador Mirage Magnum 19 1T 110V,RE,Refacciones,Mirage,Magnum 19 1T 110V,Magnum 19 1T 110V,,,,,Pieza,
RE-TAR-MIR-009,Tarjeta Evaporador Mirage US1-KFR70G,RE,Refacciones,Mirage,US1-KFR70G,US1-KFR70G,,,,,Pieza,
RE-TAR-MIR-010,Tarjeta Evaporador Mirage US1-KF51G,RE,Refacciones,Mirage,US1-KF51G,US1-KF51G,,,,,Pieza,
RE-TAR-MIR-011,Kit Tarjeta Evaporador + Caja Control Mirage US1-KFR67G,RE,Refacciones,Mirage,US1-KFR67G Kit,US1-KFR67G Kit,,,,,Pieza,
RE-TAR-MIR-012,Kit Tarjeta Evaporador + Caja Control Mirage US1-KFR35G,RE,Refacciones,Mirage,US1-KFR35G Kit,US1-KFR35G Kit,,,,,Pieza,
RE-TAR-MIR-013,Tarjeta Display Mirage DISX 30,RE,Refacciones,Mirage,DISX 30,DISX 30,,,,,Pieza,
RE-TAR-MIR-014,Tarjeta Evaporador Mirage US1-KFR64G,RE,Refacciones,Mirage,US1-KFR64G,US1-KFR64G,,,,,Pieza,
RE-TAR-MIR-015,Tarjeta Evaporador Mirage US1-KFR53G,RE,Refacciones,Mirage,US1-KFR53G,US1-KFR53G,,,,,Pieza,
RE-TAR-MIR-016,Tarjeta Condensador Mirage W8633B,RE,Refacciones,Mirage,W8633B,W8633B,,,,,Pieza,
RE-TAR-MIR-017,Tarjeta Display Mirage UL-KC15-Y-F2D211,RE,Refacciones,Mirage,UL-KC15-Y-F2D211,UL-KC15-Y-F2D211,,,,,Pieza,
RE-TAR-MIR-018,Tarjeta Evaporador Mirage F06803-03G,RE,Refacciones,Mirage,F06803-03G,F06803-03G,,,,,Pieza,
RE-TAR-MIR-019,Tarjeta Evaporador Mirage GAL0809LK-01R-K0202,RE,Refacciones,Mirage,GAL0809LK-01R-K0202,GAL0809LK-01R-K0202,,,,,Pieza,
RE-TAR-MIR-020,Tarjeta Display Mirage CE-KC53-FYD04XS,RE,Refacciones,Mirage,CE-KC53-FYD04XS,CE-KC53-FYD04XS,,,,,Pieza,
RE-TAR-MIR-021,Tarjeta Display Mirage CE-KC35-FY,RE,Refacciones,Mirage,CE-KC35-FY,CE-KC35-FY,,,,,Pieza,
RE-TAR-MIR-022,Tarjeta Evaporador Mirage USI-KFR35G,RE,Refacciones,Mirage,USI-KFR35G,USI-KFR35G,,,,,Pieza,
RE-TAR-MIR-023,Tarjeta Evaporador Mirage PH-KF53G,RE,Refacciones,Mirage,PH-KF53G,PH-KF53G,,,,,Pieza,
RE-TAR-MIR-024,Módulo Tarjeta Condensador Mirage,RE,Refacciones,Mirage,Condensador,Condensador,,,,,Pieza,
RE-TAR-MIR-025,Tarjeta Display Mirage US-KC15-N1Y-KB,RE,Refacciones,Mirage,US-KC15-N1Y-KB,US-KC15-N1Y-KB,,,,,Pieza,
RE-TAR-MIR-026,Tarjeta Display Mirage KGK-18010103-0010,RE,Refacciones,Mirage,KGK-18010103-0010,KGK-18010103-0010,,,,,Pieza,
RE-TAR-MIR-027,Tarjeta Evaporador Mirage CE-KF35G,RE,Refacciones,Mirage,CE-KF35G,CE-KF35G,,,,,Pieza,
RE-TAR-MIR-028,Módulo Tarjeta Condensador Mirage US1-KF67W,RE,Refacciones,Mirage,US1-KF67W,US1-KF67W,,,,,Pieza,
RE-TAR-MIR-029,Módulo Tarjeta Condensador Mirage US1-KF35W,RE,Refacciones,Mirage,US1-KF35W,US1-KF35W,,,,,Pieza,
RE-TAR-MIR-030,Módulo Tarjeta Condensador Mirage PH-KF53W,RE,Refacciones,Mirage,PH-KF53W,PH-KF53W,,,,,Pieza,
RE-TAR-MIR-031,Módulo Tarjeta Condensador Mirage US-KFR35W,RE,Refacciones,Mirage,US-KFR35W,US-KFR35W,,,,,Pieza,
RE-TAR-MIR-032,Tarjeta Evaporador Mirage CE-KFR53G,RE,Refacciones,Mirage,CE-KFR53G,CE-KFR53G,,,,,Pieza,
RE-TAR-MIR-033,Tarjeta Condensador Mirage,RE,Refacciones,Mirage,Condensador,Condensador,,,,,Pieza,
RE-TAR-MIR-034,Tarjeta Evaporador Mirage SA-KFR35G,RE,Refacciones,Mirage,SA-KFR35G,SA-KFR35G,,,,,Pieza,
RE-TAR-MIR-035,Tarjeta Evaporador Mirage,RE,Refacciones,Mirage,Evaporador,Evaporador,,,,,Pieza,
RE-TAR-MIR-036,Tarjeta Evaporador Mirage 17122000044542,RE,Refacciones,Mirage,17122000044542,17122000044542,,,,,Pieza,
RE-TAR-MIR-037,Tarjeta Evaporador Mirage 3 Ton Calor 220V,RE,Refacciones,Mirage,3 Ton Calor 220V,3 Ton Calor 220V,,,,,Pieza,
RE-TAR-MIR-038,Tarjeta Evaporador Mirage 3 Ton Frío 220V XR,RE,Refacciones,Mirage,3 Ton Frío 220V XR,3 Ton Frío 220V XR,,,,,Pieza,
RE-TAR-MIR-039,Tarjeta Evaporador Mirage 2 Ton Calor 220V,RE,Refacciones,Mirage,2 Ton Calor 220V,2 Ton Calor 220V,,,,,Pieza,
RE-TAR-MIR-040,Tarjeta Evaporador Mirage 2 Ton Frío 220V,RE,Refacciones,Mirage,2 Ton Frío 220V,2 Ton Frío 220V,,,,,Pieza,
RE-TAR-MIR-041,Tarjeta Evaporador Mirage 1.5 Ton Calor 220V,RE,Refacciones,Mirage,1.5 Ton Calor 220V,1.5 Ton Calor 220V,,,,,Pieza,
RE-TAR-MIR-042,Tarjeta Evaporador Mirage 1.5 Ton Frío 220V,RE,Refacciones,Mirage,1.5 Ton Frío 220V,1.5 Ton Frío 220V,,,,,Pieza,
RE-TAR-MIR-043,Tarjeta Evaporador Mirage 1 Ton Calor 220V XR,RE,Refacciones,Mirage,1 Ton INR 220V XR,1 Ton INR 220V XR,,,,,Pieza,
RE-TAR-MIR-044,Tarjeta Evaporador Mirage 1 Ton Frío 220V XR,RE,Refacciones,Mirage,1 Ton Frío 220V XR,1 Ton Frío 220V XR,,,,,Pieza,
RE-TAR-MIR-045,Tarjeta Evaporador Mirage 1 Ton Calor 110V XR,RE,Refacciones,Mirage,1 Ton Calor 110V XR,1 Ton Calor 110V XR,,,,,Pieza,
RE-TAR-MIR-046,Tarjeta Display Mirage XR,RE,Refacciones,Mirage,XR,XR,,,,,Pieza,
RE-TAR-MIR-047,Tarjeta Evaporador Mirage 1.5 Ton Frío 220V V2,RE,Refacciones,Mirage,1.5 Ton Frío 220V V2,1.5 Ton Frío 220V V2,,,,,Pieza,
RE-TAR-MIR-048,Módulo Tarjeta Condensador 1 Ton Frío 110V Mirage,RE,Refacciones,Mirage,1 Ton Frío 110V,1 Ton Frío 110V,,,,,Pieza,
RE-TAR-MIR-049,Tarjeta Condensador Mirage 2 Ton Frío 220V Life 12,RE,Refacciones,Mirage,2 Ton Frío 220V,2 Ton Frío 220V,,,,,Pieza,
RE-TAR-MIR-050,Kit Tarjeta Evaporador + Caja Control Mirage,RE,Refacciones,Mirage,Kit,Kit,,,,,Pieza,
RE-TAR-MIR-051,Tarjeta Evaporador Mirage 17122000047700,RE,Refacciones,Mirage,17122000047700,17122000047700,,,,,Pieza,
RE-TAR-MIR-052,Tarjeta Evaporador Mirage 17122000048740,RE,Refacciones,Mirage,17122000048740,17122000048740,,,,,Pieza,
RE-TAR-MIR-053,Tarjeta Condensador Mirage 2 Ton Calor 220V Life 12+XPlus,RE,Refacciones,Mirage,2 Ton Calor 220V,2 Ton Calor 220V,,,,,Pieza,
RE-TAR-MIR-054,Tarjeta Evaporador Mirage 17122000047483,RE,Refacciones,Mirage,17122000047483,17122000047483,,,,,Pieza,
RE-TAR-MIR-055,Tarjeta Evaporador Mirage 17122000047072,RE,Refacciones,Mirage,17122000047072,17122000047072,,,,,Pieza,
RE-TAR-MIR-056,Tarjeta Fuente Mirage ELSA-KFR70G,RE,Refacciones,Mirage,ELSA-KFR70G,ELSA-KFR70G,,,,,Pieza,
RE-TAR-MIR-057,Tarjeta Evaporador Mirage 17122000047478,RE,Refacciones,Mirage,17122000047478,17122000047478,,,,,Pieza,
RE-TAR-MIR-058,Módulo Tarjeta Condensador Mirage 11222004000519,RE,Refacciones,Mirage,11222004000519,11222004000519,,,,,Pieza,
RE-TAR-MIR-059,Kit Tarjeta Evaporador Mirage 11222003002956,RE,Refacciones,Mirage,11222003002956,11222003002956,,,,,Pieza,
RE-TAR-MIR-060,Tarjeta Evaporador Mirage 11222009003201,RE,Refacciones,Mirage,11222009003201,11222009003201,,,,,Pieza,
RE-TAR-MIR-061,Módulo Tarjeta Condensador Mirage 17222000026694,RE,Refacciones,Mirage,17222000026694,17222000026694,,,,,Pieza,
RE-TAR-YOR-002,Tarjeta York Control Evaporador 00H11800110F,RE,Tarjetas,York,00H11800110F,Tarjeta York Control Para Evaporador 00H11800110F,Evaporador,N/A,,Control,Pieza,
RE-TAR-YOR-003,Tarjeta York Control YYHFZC012BBAA,RE,Tarjetas,York,261G000092567,Tarjeta York Control Para Modelo YYHFZC012BBAA,Minisplit,N/A,,Control,Pieza,
RE-TAR-YOR-004,Tarjeta York Control Evaporador 00H11800323K,RE,Refacciones,York,00H11800323K,00H11800323K,,,,,Pieza,
RE-TER-BAR-001,Termostato Barreto Refrigerador Doméstico G1125,RE,Refacciones,Barreto,G1125,G1125,,,,,Pieza,
RE-TER-HON-001,Termostato Fan&Coil Honeywell Digital Halo 220V,RE,Controles,Honeywell,T6861V2WG,Termostato Digital Serie Halo Para Fan & Coil 220V,Fan&Coil,220 V,,Control,Pieza,
RE-TER-HON-002,Termostato Fan&Coil Honeywell Digital,RE,Controles,Honeywell,T6811DP08,Termostato Digital Para Fan & Coil,Fan&Coil,N/A,,Control,Pieza,
RE-TER-ROB-001,Termostato Refrigerador Robertshaw K59P1609,RE,Controles,Robertshaw,K59P1609,Termostato Para Refrigerador K59P1609,Refrigerador,N/A,,Control,Pieza,
RE-TUER-AVA-001,"Tuerca Forjada Refrigeración 1/2"" 10pz",RE,Refacciones,Avaly,VA-N08-10,"Tuerca Forjada 1/2"" 10 Piezas","1/2""",N/A,,Conexión,Paquete,
RE-TUER-AVA-002,"Tuerca Forjada Refrigeración 3/8"" 10pz",RE,Refacciones,Avaly,VA-N06-10,"Tuerca Forjada 3/8"" 10 Piezas","3/8""",N/A,,Conexión,Paquete,
RE-TUER-AVA-003,"Tuerca Forjada Refrigeración 1/4"" 10pz",RE,Refacciones,Avaly,VA-N04-10,"Tuerca Forjada 1/4"" 10 Piezas","1/4""",N/A,,Conexión,Paquete,
RE-TUR-MIR-001,Turbina Evaporador Mirage 52.3cm x 10.8cm Izquierda,RE,Refacciones,Mirage,52.3cm x 10.8cm Izq,52.3cm x 10.8cm Izq,,,,,Pieza,
RE-TUR-MIR-002,Turbina Mirage 12100102000084,RE,Refacciones,Mirage,12100102000084,12100102000084,,,,,Pieza,
RE-TUR-MIR-003,Turbina Mirage 12100102000131,RE,Refacciones,Mirage,12100102000131,12100102000131,,,,,Pieza,
RE-TUR-MIR-004,Turbina Mirage 12100102000044,RE,Refacciones,Mirage,12100102000044,12100102000044,,,,,Pieza,
RE-TUR-MIR-005,Turbina Mirage 12100102000018,RE,Refacciones,Mirage,12100102000018,12100102000018,,,,,Pieza,
RE-VAL-AVA-001,Válvula Pivote Avaly 1/4 20pz,RE,Refacciones,Avaly,VA-PVH-20,Válvula Acc T/Pivote Avaly 1/4 20 Piezas,1/4,N/A,,Servicio,Paquete,
RE-VAL-AVA-002,Válvula Avaly Check para Lata 1/4,RE,Refacciones,Avaly,1/4,1/4,,,,,Pieza,
RE-VAL-BAR-001,Válvula Servicio Barreto Pivote 3/16,RE,Refacciones,Grupo Barreto,SU-03,Valvula Barreto De Servicio Pivote 3/16,3/16,N/A,,Servicio,Pieza,
RE-VAL-BAR-002,Válvula Servicio Barreto 1/8,RE,Refacciones,Grupo Barreto,SU-02,Valvula Barreto Servicio 1/8,1/8,N/A,,Servicio,Pieza,
RE-VAL-COL-001,Válvula Coldtek Check Seguridad 5/16 x 1/4,RE,Refacciones,Coldtek,5/16 x 1/4,5/16 x 1/4,,,,,Pieza,
RE-VAL-COL-002,Válvula Check Coldtek para Lata Gas 1/4,RE,Refacciones,Coldtek,"1/4""","1/4""",,,,,Pieza,
RE-VAL-DAN-002,Elemento Válvula Expansión Danfoss TE-20 R404A/R507A,RE,Refacciones,Danfoss,067B3352,Elemento Para Válvula De Expansión TE-20 Gas R404A/R507A,TE-20,N/A,,Expansión,Pieza,
RE-VAL-DAN-003,Válvula Expansión Danfoss T2 R22,RE,Válvulas,Danfoss,068Z3206,TXV T2 R22/R407C Rosca,NA,NA,"R22, R407C",Expansión,Pieza,Refacción
RE-VAL-DAN-004,Válvula Expansión Danfoss T2 R404A,RE,Válvulas,Danfoss,068Z3400,TXV T2 R404A/R507A Rosca,NA,NA,"R404A, R507A",Expansión,Pieza,Refacción
RE-VAL-DAN-005,Válvula Expansión Danfoss TE2 R404A,RE,Válvulas,Danfoss,068Z3403,TXV TE2 R404A/R507A Rosca con Igualador,NA,NA,"R404A, R507A",Expansión,Pieza,Refacción
RE-VAL-DAN-006,Válvula Expansión Danfoss TE2 R134A,RE,Válvulas,Danfoss,068Z3348,TXV TE2 R134a/R513A Rosca con Igualador,NA,NA,R134a,Expansión,Pieza,Refacción
RE-VAL-DAN-007,Válvula Expansión Danfoss TE2 R22/R407C,RE,Válvulas,Danfoss,068Z3209,TXV TE2 R22/R407C Rosca con Igualador,NA,NA,"R22, R407C",Expansión,Pieza,Refacción
RE-VAL-DAN-008,Válvula Danfoss Solenoide 5/8 Soldable,RE,Refacciones,Danfoss,5/8 Soldable,5/8 Soldable,,,,,Pieza,
RE-VAL-DIV-001,Válvula Diversitech Pivote 1/8 ODF,RE,Refacciones,Diversitech,1/8 ODF,1/8 ODF,,,,,Pieza,
RE-VAL-EME-001,Válvula Expansión Emerson R404A,RE,Refacciones,Emerson,TIE-SW,Tie-Sw | Valvula Emerson De Thermo Expansion R-404A Externo,R404A,N/A,,Expansión,Pieza,
RE-VAL-EME-002,"Válvula Solenoide Emerson 3/8""S 120/240V",RE,Refacciones,Emerson,200RB3-T3,"200Rb3-T3 | Valvula Solenoide Emerson 3/8""S Bobina 120/240Volts","3/8""",120/240 V,,Control,Pieza,
RE-VAL-EME-003,"Válvula Solenoide Emerson 3/8""F 120/240V",RE,Refacciones,Emerson,200RB3-F3,"200Rb3-F3 | Valvula Solenoide Emerson 3/8""F Bobina 120/240Volts","3/8""",120/240 V,,Control,Pieza,
RE-VAL-EME-004,"Válvula Solenoide Emerson 1/2""S 120/240V",RE,Refacciones,Emerson,200RB3-T4,"200Rb3-T4 | Valvula Solenoide Emerson 1/2""S Bobina 120/240V","1/2""",120/240 V,,Control,Pieza,
RE-VAL-ERO-001,Válvula Carga Ero 1/4 8cm,RE,Refacciones,Ero International,VACARE002,Válvula De Carga 1/4 8 Cm Para Refrigerante,1/4,N/A,,Carga,Pieza,
RE-VAL-GEN-001,Válvula Servicio Soldable 1/4x10cm,RE,Refacciones,Genérico,SU-04,"Valvula De Servicio Soldable (Pivote) 1/4"" X 10 Cm",1/4,N/A,,Servicio,Pieza,
RE-VAL-GEN-002,Válvula Expansión Genérica 1/2 Ton R404,RE,Refacciones,Genérico,1/2 Ton R404,1/2 Ton R404,,,,,Pieza,
RE-VAL-GEN-003,Válvula Expansión Genérica 1 Ton R404,RE,Refacciones,Genérico,1 Ton R404,1 Ton R404,,,,,Pieza,
RE-VAL-LAT-001,Válvula para Lata R-134A,RE,Valvulas,Genérico,R-134A,Válvula conexión automotriz,N/A,N/A,,N/A,Pieza,
RE-VAL-MIR-001,Válvula Reversible Mirage SHF-7H-34U-P,RE,Refacciones,Mirage,SHF-7H-34U-P,SHF-7H-34U-P,,,,,Pieza,
RE-VAL-MIR-002,Válvula Reversible Mirage 2 Vías,RE,Refacciones,Mirage,2 Vías,2 Vías,,,,,Pieza,
RE-VAL-MIR-003,Válvula Servicio Succión Mirage 3 Vías,RE,Refacciones,Mirage,Succión 3 Vías,Succión 3 Vías,,,,,Pieza,
RE-VAL-MIR-004,Válvula Servicio Líquido Mirage 2 Vías,RE,Refacciones,Mirage,Líquido 2 Vías,Líquido 2 Vías,,,,,Pieza,
RE-VAL-MIR-005,Válvula Reversible Mirage SHF-7H-34U,RE,Refacciones,Mirage,SHF-7H-34U,SHF-7H-34U,,,,,Pieza,
RE-VAL-MIR-006,Válvula Reversible Mirage SHF-9H-34U-P,RE,Refacciones,Mirage,SHF-9H-34U-P,SHF-9H-34U-P,,,,,Pieza,
RE-VAL-RIM-001,Válvula Termostática Expansión Rimsa 7 Ton R22,RE,Refacciones,Rimsa,7 Ton R22,7 Ton R22,,,,,Pieza,
RE-VAL-SPO-001,Válvula Expansión Sporlan 1/2 Ton R404 3/8x1/2,RE,Refacciones,Sporlan,1/2 Ton R404,1/2 Ton R404,,,,,Pieza,
RE-VAL-SPO-002,Válvula Expansión Sporlan 1 Ton R404 3/8x1/2,RE,Refacciones,Sporlan,1 Ton R404,1 Ton R404,,,,,Pieza,
RF-BOY-123-001,Gas Refrigerante Opteon YF (R-1234yf) Boya 4.54kg Chemours,RF,Gases Refrigerantes,Chemours,Opteon YF,Boya 4.54Kg,4.54 Kg,N/A,,N/A,Boya,
RF-BOY-134-001,Gas Refrigerante R-134A Boya 13.6kg Chemours,RF,Gases Refrigerantes,Chemours,R-134A,Boya 13.6Kg Automotriz,13.6 Kg,N/A,,N/A,Boya,
RF-BOY-290-001,Gas Refrigerante R-290 Boya 5kg Gefrieren,RF,Gases Refrigerantes,Gefrieren,R-290,Boya 5Kg,5 Kg,N/A,,N/A,Boya,
RF-BOY-290-002,Gas Refrigerante R-290 Boya 5kg iGas,RF,Gases Refrigerantes,iGas,R-290,Boya 5Kg,5 Kg,N/A,,N/A,Boya,
RF-BOY-401-001,Gas Refrigerante MP66 (R-401B) Boya 13.61kg Chemours,RF,Gases Refrigerantes,Chemours,MP66,Boya 13.61Kg R-401B,13.61 Kg,N/A,,N/A,Boya,
RF-BOY-404-001,Gas Refrigerante R-404A Boya 10.89kg Chemours,RF,Gases Refrigerantes,Chemours,R-404A,Boya 10.89Kg,10.89 Kg,N/A,,N/A,Boya,
RF-BOY-404-002,Gas Refrigerante R-404A Boya 10.89kg Gefrieren,RF,Gases Refrigerantes,Gefrieren,R-404A,Boya 10.89Kg,10.89 Kg,N/A,,N/A,Boya,
RF-BOY-404-003,Gas Refrigerante R-404A Boya 10.89kg iGas,RF,Gases Refrigerantes,iGas,R-404A,Boya 10.89Kg,10.89 Kg,N/A,,N/A,Boya,
RF-BOY-407-001,Gas Refrigerante R-407C Boya 11.35kg Chemours,RF,Gases Refrigerantes,Chemours,R-407C,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-407-002,Gas Refrigerante R-407C Boya 11.35kg Gefrieren,RF,Gases Refrigerantes,Gefrieren,R-407C,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-407-003,Gas Refrigerante R-407C Boya 11.35kg iGas,RF,Gases Refrigerantes,iGas,R-407C,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-409-001,Gas Refrigerante R-409A Boya 13.6kg Chemours,RF,Gases Refrigerantes,Chemours,R-409A,Boya 13.6Kg,13.6 Kg,N/A,,N/A,Boya,
RF-BOY-410-001,Gas Refrigerante R410A Boya 11.3kg,RF,Refrigerantes,Generic,R410A,Boya Gas Refrigerante R410A 11.3 kg,11.3 kg,N/A,,Refrigerante,Pieza,
RF-BOY-410-002,Gas Refrigerante R-410A Boya 11.35kg Gefrieren,RF,Gases Refrigerantes,Gefrieren,R-410A,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-410-003,Gas Refrigerante R-410A iGas Boya 11.3kg,RF,Refrigerantes,iGas,R410A 11.3kg,R410A 11.3kg,,,,,Pieza,
RF-BOY-438-001,Gas Refrigerante MO99 (R-438A) Boya 11.35kg Chemours,RF,Gases Refrigerantes,Chemours,MO99,Boya 11.35Kg R-438A,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-449-001,Gas Refrigerante Opteon XP40 (R-449A) Boya 11.35kg Chemours,RF,Gases Refrigerantes,Chemours,Opteon XP40,Boya 11.35Kg R-449A,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-507-001,Gas Refrigerante R-507 Boya 11.35kg Chemours,RF,Gases Refrigerantes,Chemours,R-507,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-507-002,Gas Refrigerante R-507 Boya 11.35kg Gefrieren,RF,Gases Refrigerantes,Gefrieren,R-507,Boya 11.35Kg,11.35 Kg,N/A,,N/A,Boya,
RF-BOY-IGA-001,Gas Refrigerante R-134A iGas Boya 13.6kg,RF,Refrigerantes,iGas,13.6kg,13.6kg,,,,,Pieza,
RF-BOY-IGA-002,Gas Refrigerante R-32 iGas Boya 3kg,RF,Refrigerantes,iGas,R-32,Boya 3kg R-32,3 kg,NA,R32,NA,Boya,Gas Refrigerante
RF-BOY-IGA-003,Gas Refrigerante R-410A iGas Boya 11.3kg,RF,Refrigerantes,iGas,11.3kg R-410A,11.3kg R-410A,,,,,Pieza,
RF-BOY-MO4-001,Gas Refrigerante Isceon MO49 Boya 13.4kg,RF,Refrigerantes,Chemours,Boya 13.4kg,Boya 13.4kg,,,,,Pieza,
RF-BOY-MO5-001,Gas Refrigerante Isceon MO59 (R-417A) Boya 11.35kg,RF,Refrigerantes,Chemours,MO59 Boya 11.35kg,MO59 Boya 11.35kg,,,,,Pieza,
RF-BOY-QUI-001,Gas Refrigerante R-22 Quimobásicos Boya 13.6kg,RF,Refrigerantes,Quimobásicos,R-22 13.6kg,R-22 13.6kg,,,,,Pieza,
RF-BOY-R22-001,Gas Refrigerante R-22 Boya 13.6kg Chemours,RF,Gases Refrigerantes,Chemours,R-22,Boya 13.6Kg,13.6 Kg,N/A,,N/A,Boya,
RF-BOY-R22-002,Gas Refrigerante R22 Boya 13.6kg Mirage,RF,Refrigerantes,Mirage,Boya 13.6kg,Boya 13.6kg,,,,,Pieza,
RF-BOY-R32-001,Gas Refrigerante R-32 Boya 3kg Chemours,RF,Gases Refrigerantes,Chemours,F-32,Boya 3Kg,3 Kg,N/A,,N/A,Boya,
RF-BOY-R32-002,Gas Refrigerante R-32 Boya 3kg iGas,RF,Gases Refrigerantes,iGas,R-32,Boya 3Kg,3 Kg,N/A,,N/A,Boya,
RF-BOY-UNI-001,Gas Refrigerante R-410A UNI Boya 11.3kg,RF,Refrigerantes,UNI,R410A 11.3kg,R410A 11.3kg,,,,,Pieza,
RF-BOY-XL4-001,Gas Refrigerante Opteon XL41 (R-454B) Boya 9.08kg Chemours,RF,Gases Refrigerantes,Chemours,Opteon XL41,Boya 9.08Kg,9.08 Kg,N/A,,N/A,Boya,
RF-CIL-404-001,Gas Refrigerante R-404A Cilindro 45.4kg Chemours,RF,Gases Refrigerantes,Chemours,R-404A,Cilindro 45.4Kg,45.4 Kg,N/A,,N/A,Cilindro,
RF-CIL-MED-001,Cilindro Mediano Gas Refrigerante,RF,Envases,Genérico,Mediano,Cilindro Vacío Mediano,N/A,N/A,,N/A,Pieza,
RF-CIL-R22-001,Gas Refrigerante R-22 Cilindro 56.75kg Chemours,RF,Gases Refrigerantes,Chemours,R-22,Cilindro 56.75Kg Retornable,56.75 Kg,N/A,,N/A,Cilindro,
RF-CIL-RET-001,Cilindro Retornable 9kg,RF,Envases,Genérico,Retornable,Cilindro Vacío 9Kg,9 Kg,N/A,,N/A,Pieza,
RF-GAS-CHE-003,Gas Refrigerante R-32 Chemours 9.5kg,RF,Refrigerantes,Chemours,GF-32-9-5,Gas Refrigerante Freon R-32 9.5Kg,9.5 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-004,Dieléctrico Opteon SF80 20.43kg,HE,Químicos,Chemours,OPTEON-SF80,Fluido De Especialidad Opteon Sf80 20.43Kg/45Lb Pal,20.43 kg,N/A,,Limpieza,Tanque,
RF-GAS-CHE-005,Gas Refrigerante R-507 Chemours 11.35kg,RF,Refrigerantes,Chemours,GS-507-11-4,Gas Suva 507Cil. Desechable De 11.35 K,11.35 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-006,Gas Refrigerante MO79 Chemours 10.89kg,RF,Refrigerantes,Chemours,GI-MO79-10-9,Gas Isceon Mo79 De 10.89 Kilos,10.89 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-007,Gas Refrigerante R-452A Opteon XP44,RF,Refrigerantes,Chemours,OPTEON-XP44-11-35,Refrigerante Opteon Xp44 (R-452A),11.35 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-008,Refrigerante Opteon XP40 11.35kg,RF,Refrigerantes,Opteon,OPTEON-XP40-11-35,Refrigerante Chemours Opteon Xp40 11.35Kg,11.35 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-009,Gas Refrigerante R410A Chemours 650g,RF,Refrigerantes,Chemours,GF-410A-650,Gas Refrigerante R 410A Lata X 650 Grs Chemours,650 g,N/A,,Refrigerante,Lata,
RF-GAS-CHE-010,Gas Refrigerante R410A Chemours 11.35kg,RF,Refrigerantes,Chemours,GS-410A-11-3,Gas Refrigerante Suva Freon R-410A 11.35 Kilos,11.35 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-011,Gas Refrigerante R22 Chemours 13.6kg,RF,Refrigerantes,Chemours,GF-22-13-61,Gas Refrigerante Freon R-22 13.6 Kg,13.6 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-012,Gas Refrigerante R404A Chemours 425g,RF,Refrigerantes,Chemours,GS-404A-425,Gas Suva Chemours R-404A Lata De 425 Gr,425 g,N/A,,Refrigerante,Lata,
RF-GAS-CHE-013,Gas Refrigerante R407C Chemours 11.35kg,RF,Refrigerantes,Chemours,GS-407C-11-34,Gas Suva Chemours R-407C De 11.35 Kg,11.35 kg,N/A,,Refrigerante,Tanque,
RF-GAS-CHE-014,Gas Refrigerante Isceon MO49 750g,RF,Refrigerantes,Chemours,GI-MO49-750,Gas Isceon Mo49 Lata De .750 Kg,750 g,N/A,,Refrigerante,Lata,
RF-GAS-CHE-015,Gas Refrigerante R22 Chemours 1kg,RF,Refrigerantes,Chemours,GF-22-1,Gas Refrigerante Freon R-22 Lata De 1 Kg,1 kg,N/A,,Refrigerante,Lata,
